product_id	形態素解析前データ	形態素解析後データ
1662240959M030	サイドボタンベルトシャツ長袖ワンピース《S Size Line》|N. Natural Beauty Basic|ワンピース|シャツワンピース|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|大人カジュアル|	
1662240959S060	サイドボタンベルトシャツ長袖ワンピース《S Size Line》|N. Natural Beauty Basic|ワンピース|シャツワンピース|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|大人カジュアル|	
1662240959M060	サイドボタンベルトシャツ長袖ワンピース《S Size Line》|N. Natural Beauty Basic|ワンピース|シャツワンピース|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|大人カジュアル|	
1662240959S070	サイドボタンベルトシャツ長袖ワンピース《S Size Line》|N. Natural Beauty Basic|ワンピース|シャツワンピース|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|大人カジュアル|	
1662240959M070	サイドボタンベルトシャツ長袖ワンピース《S Size Line》|N. Natural Beauty Basic|ワンピース|シャツワンピース|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|大人カジュアル|	
1662240959S110	サイドボタンベルトシャツ長袖ワンピース《S Size Line》|N. Natural Beauty Basic|ワンピース|シャツワンピース|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|大人カジュアル|	
1662240959M110	サイドボタンベルトシャツ長袖ワンピース《S Size Line》|N. Natural Beauty Basic|ワンピース|シャツワンピース|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|大人カジュアル|	
1212240009	【先行予約10月下旬-11月上旬入荷予定】フロント釦マーメイドワンピース|PROPORTION BODY DRESSING|ワンピース|フェミニン|大人フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1212240009XS040	【先行予約10月下旬-11月上旬入荷予定】フロント釦マーメイドワンピース|PROPORTION BODY DRESSING|ワンピース|フェミニン|大人フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1212240009S040	【先行予約10月下旬-11月上旬入荷予定】フロント釦マーメイドワンピース|PROPORTION BODY DRESSING|ワンピース|フェミニン|大人フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1212240009M040	【先行予約10月下旬-11月上旬入荷予定】フロント釦マーメイドワンピース|PROPORTION BODY DRESSING|ワンピース|フェミニン|大人フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1212240009XS090	【先行予約10月下旬-11月上旬入荷予定】フロント釦マーメイドワンピース|PROPORTION BODY DRESSING|ワンピース|フェミニン|大人フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1212240009S090	【先行予約10月下旬-11月上旬入荷予定】フロント釦マーメイドワンピース|PROPORTION BODY DRESSING|ワンピース|フェミニン|大人フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1212240009M090	【先行予約10月下旬-11月上旬入荷予定】フロント釦マーメイドワンピース|PROPORTION BODY DRESSING|ワンピース|フェミニン|大人フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1212240009XS120	【先行予約10月下旬-11月上旬入荷予定】フロント釦マーメイドワンピース|PROPORTION BODY DRESSING|ワンピース|フェミニン|大人フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1212240009S120	【先行予約10月下旬-11月上旬入荷予定】フロント釦マーメイドワンピース|PROPORTION BODY DRESSING|ワンピース|フェミニン|大人フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1212240009M120	【先行予約10月下旬-11月上旬入荷予定】フロント釦マーメイドワンピース|PROPORTION BODY DRESSING|ワンピース|フェミニン|大人フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1662255052	【先行予約10月上旬-10月中旬入荷予定】中綿コーチジャケット|N. Natural Beauty Basic|ジャケット|アウター|大人カジュアル|フェミニン|	
1662255052M010	【先行予約10月上旬-10月中旬入荷予定】中綿コーチジャケット|N. Natural Beauty Basic|ジャケット|アウター|大人カジュアル|フェミニン|	
1662255052M030	【先行予約10月上旬-10月中旬入荷予定】中綿コーチジャケット|N. Natural Beauty Basic|ジャケット|アウター|大人カジュアル|フェミニン|	
1662255052M060	【先行予約10月上旬-10月中旬入荷予定】中綿コーチジャケット|N. Natural Beauty Basic|ジャケット|アウター|大人カジュアル|フェミニン|	
1662291904	ウェービーフープピアス|N. Natural Beauty Basic|アクセサリー|ピアス|	
1662291904FR160	ウェービーフープピアス|N. Natural Beauty Basic|アクセサリー|ピアス|	
1662291904FR170	ウェービーフープピアス|N. Natural Beauty Basic|アクセサリー|ピアス|	
1662240104	【先行予約10月下旬-11月上旬入荷予定】バックパールボタンドッキングワンピース|N. Natural Beauty Basic|ワンピース|フェミニン|大人カジュアル|	
1662240104M040	【先行予約10月下旬-11月上旬入荷予定】バックパールボタンドッキングワンピース|N. Natural Beauty Basic|ワンピース|フェミニン|大人カジュアル|	
1662240104M120	【先行予約10月下旬-11月上旬入荷予定】バックパールボタンドッキングワンピース|N. Natural Beauty Basic|ワンピース|フェミニン|大人カジュアル|	
1662240104M140	【先行予約10月下旬-11月上旬入荷予定】バックパールボタンドッキングワンピース|N. Natural Beauty Basic|ワンピース|フェミニン|大人カジュアル|	
1252210014	【先行予約9月下旬-10月上旬入荷予定】パールフリルブラウス|JILL by JILL STUART|ブラウス|フェミニン|ガーリー|クラシカル|	
1252210014FR031	【先行予約9月下旬-10月上旬入荷予定】パールフリルブラウス|JILL by JILL STUART|ブラウス|フェミニン|ガーリー|クラシカル|	
1312270069	ランダムリブベーシックニット|FREE'S MART|フェミニン|大人カジュアル|	
1312270069FR010	ランダムリブベーシックニット|FREE'S MART|フェミニン|大人カジュアル|	
1312270069FR030	ランダムリブベーシックニット|FREE'S MART|フェミニン|大人カジュアル|	
1312270069FR080	ランダムリブベーシックニット|FREE'S MART|フェミニン|大人カジュアル|	
1662220054	【先行予約10月上旬-10月中旬入荷予定】チェックミニスカート《S Size Line》|N. Natural Beauty Basic|ミニスカート|	
1662220054S011	【先行予約10月上旬-10月中旬入荷予定】チェックミニスカート《S Size Line》|N. Natural Beauty Basic|ミニスカート|	
1662220054M011	【先行予約10月上旬-10月中旬入荷予定】チェックミニスカート《S Size Line》|N. Natural Beauty Basic|ミニスカート|	
1662220054S111	【先行予約10月上旬-10月中旬入荷予定】チェックミニスカート《S Size Line》|N. Natural Beauty Basic|ミニスカート|	
1662220054M111	【先行予約10月上旬-10月中旬入荷予定】チェックミニスカート《S Size Line》|N. Natural Beauty Basic|ミニスカート|	
1662240005	フリルネックミニワンピース|N. Natural Beauty Basic|シャツワンピース|ミニ丈|フェミニン|大人カジュアル|	
1662240005M030	フリルネックミニワンピース|N. Natural Beauty Basic|シャツワンピース|ミニ丈|フェミニン|大人カジュアル|	
1662240005M110	フリルネックミニワンピース|N. Natural Beauty Basic|シャツワンピース|ミニ丈|フェミニン|大人カジュアル|	
1662251100	【先行予約10月中旬-10月下旬入荷予定】ハミルトン　リバーミディコート|N. Natural Beauty Basic|アウター|	
1662251100M040	【先行予約10月中旬-10月下旬入荷予定】ハミルトン　リバーミディコート|N. Natural Beauty Basic|アウター|	
1662251100M120	【先行予約10月中旬-10月下旬入荷予定】ハミルトン　リバーミディコート|N. Natural Beauty Basic|アウター|	
1662252200	【先行予約11月中旬-11月下旬入荷予定】ハミルトン　ダブルチェスターロングコート《S Size Line》|N. Natural Beauty Basic|アウター|コート|モード|クラシカル|マニッシュ|大人カジュアル|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1662252200S010	【先行予約11月中旬-11月下旬入荷予定】ハミルトン　ダブルチェスターロングコート《S Size Line》|N. Natural Beauty Basic|アウター|コート|モード|クラシカル|マニッシュ|大人カジュアル|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1662252200M010	【先行予約11月中旬-11月下旬入荷予定】ハミルトン　ダブルチェスターロングコート《S Size Line》|N. Natural Beauty Basic|アウター|コート|モード|クラシカル|マニッシュ|大人カジュアル|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1662252200S050	【先行予約11月中旬-11月下旬入荷予定】ハミルトン　ダブルチェスターロングコート《S Size Line》|N. Natural Beauty Basic|アウター|コート|モード|クラシカル|マニッシュ|大人カジュアル|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1662252200M050	【先行予約11月中旬-11月下旬入荷予定】ハミルトン　ダブルチェスターロングコート《S Size Line》|N. Natural Beauty Basic|アウター|コート|モード|クラシカル|マニッシュ|大人カジュアル|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1662252200S110	【先行予約11月中旬-11月下旬入荷予定】ハミルトン　ダブルチェスターロングコート《S Size Line》|N. Natural Beauty Basic|アウター|コート|モード|クラシカル|マニッシュ|大人カジュアル|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
1662252200M110	【先行予約11月中旬-11月下旬入荷予定】ハミルトン　ダブルチェスターロングコート《S Size Line》|N. Natural Beauty Basic|アウター|コート|モード|クラシカル|マニッシュ|大人カジュアル|フェミニン|通勤|ONスタイル|オフィス|オフィスカジュアル|	
